timestamp,elapsedtime
2018-04-20 14:02:09," 1095
"
2018-04-20 14:02:18," 1077
"
2018-04-20 14:02:27," 1166
"
2018-04-20 14:02:36," 1098
"
2018-04-20 14:02:45," 1136
"
2018-04-20 14:02:55," 1095
"
2018-04-20 14:03:03," 1247
"
2018-04-20 14:03:12," 1171
"
2018-04-20 14:03:21," 1521
"
2018-04-20 14:03:30," 1467
"
