timestamp,elapsedtime
2018-04-20 14:06:50," 1618
"
2018-04-20 14:06:59," 473
"
2018-04-20 14:07:08," 558
"
2018-04-20 14:07:17," 352
"
2018-04-20 14:07:26," 442
"
2018-04-20 14:07:35," 392
"
2018-04-20 14:07:44," 403
"
2018-04-20 14:07:53," 360
"
2018-04-20 14:08:02," 407
"
2018-04-20 14:08:11," 447
"
